Account Name,Account Number,Account Type,National Account,Brand,Branch,Main Phone,Account Executive,Last Billed On,Address 1: Street 1,Address 1: Street 2,Address 1: City,Address 1: ZIP/Postal Code
AMS Automotive,721491,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363491211,House Account,7/10/22,415-A Axminister,,Fenton,63026
Andrew Toennies LLC,796077,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3146789182,Austin Pesek,,4185 Crescent Drive,,Saint Louis,63129
Andy's Seasoning,739288,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3146643004,Angela Fonner,10/18/21,2829 Chouteau Ave.,,Saint Louis,63103
Antonia Fabricators,724491,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",,Cynthia Carr,,3700 Highway M,,Imperial,63052
Arch Engraving,739751,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3149668800,Brandon Bybee,8/15/21,254 Northwest Blvd,,Fenton,63026
Arch Metals,799960,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3145444744,Austin Pesek,,"218 E Courtois St, St. Louis, MO 63111",,Saint Louis,63111
Arcobasso Foods,721587,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(314) 381-8083,Matt Biehl,4/28/24,8850 Pershall Road,,Hazelwood,63042
Arrow Box Company,721496,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3148213280,Austin Pesek,12/15/24,360 Leffingwell Avenue,,Saint Louis,63122
Arrowhead Building Supply,707806,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6364753800,Cynthia Carr,,8518 Herrington Ct.,,Pevely,63070
Beacon Industries Inc.,736249,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3144877600,Cynthia Carr,,12300 Old Tesson Ferry Rd.,,Saint Louis,63128
Beckwood Corporation,709310,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363434100,Cynthia Carr,,2086 Fenton Logistics Park,,Fenton,63026
BENDER INCORPORATED,704722,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",(314) 849-1118,Sherry Heberlie,12/23/19,1600 FENPARK DRIVE,,FENTON,63026
BI STATE RUBBER,764894,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363492388,House Account,,P0 Box 608 1611 Headland Dr,,Fenton,63026
Bitrode,787517,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363436112,Angela Fonner,,9787 Green Park Industrial Dr.,,Saint Louis,63123
Bohn and Dawson INC,721494,Customer,No,Westaff,"Fenton, MO - RMFG",(636) 225-5011,Will Skowyra,4/20/20,3500 Tree Court Ind Blvd,,Saint Louis,63122
Builders Stair Supply,746528,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3149639217,Cynthia Carr,,9217 Watson Industrial Park,,Saint Louis,63126
Bulk Transport Company East,704703,Customer,No,Westaff,"Fenton, MO - RMFG",(636) 717-2600,Cynthia Carr,9/30/19,2280 Cassens Dr.,,Fenton,63026
C & H Incorporated,704710,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366809180,Sherry Heberlie,1/6/20,3105 Riverport Tech Center,,Maryland Heights,63043
Cambridge Air Solutions,791386,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6365326165,Angela Fonner,,760 Long Road Crossing Dr,,Chesterfield,63005
Cardinal Vending,753180,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147575515,Stacey Whaley,11/9/25,1716 Rudder Road Industrial Park Dr,,Fenton,63026
Caribbean Creme,738435,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3148655555,Matt Biehl,9/7/25,4241 Folsom Ave,,Saint Louis,63110
Carr Textile Corp.,717713,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363436620,Cynthia Carr,,243 Wolfner Dr,,Fenton,63026
"Cenveo, Inc.                DIP #18-22178",704698,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3149962000,Angela Fonner,1/30/22,101 Workman Court,,Eureka,63025
Children With Faith and Hope,738719,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3149394313,Cynthia Carr,,1710 Fenpark Dr. Ste. 5,,Fenton,63026
Chocolate Chocolate Chocolate,791391,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3143383501,House Account,,5025 Pattison Ave,,Saint Louis,63110
CITY OF KIRKWOOD,704716,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(314) 984-5982,House Account,11/9/25,212 S. TAYLOR AVENUE,,Saint Louis,63122
Clayton Corporation,704711,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 717-2819,Brandon Bybee,11/9/25,866 Horan Drive,,Fenton,63026
ColorArt LLC,741308,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3149662000,Sherry Heberlie,,101 Workman Ct.,,Eureka,63025
Compi Distributors Inc.,745910,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6362961111,Angela Fonner,9/11/22,2855 Haag Road,,Arnold,63010
Control Devices,706817,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6366607100,Cynthia Carr,,,,Fenton,63026
Control Devices LLC,747871,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366607100,Angela Fonner,9/25/22,1555 Larkin Williams Road,,Fenton,63026
Craft Kitchens,737382,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 326-6306,Cynthia Carr,12/17/23,"907 Bolger Ct.,",,Fenton,63026
Critzas Industries,790770,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147738510,House Account,8/25/24,4041 Park Ave.,,Saint Louis,63110
Crown Plastics,795161,Customer,No,ResourceMFG,"Fenton, MO - RMFG",8003046463,Austin Pesek,,918 Airport Rd,,Festus,63028
Crs (Crest) auto,765008,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6362039093,House Account,,231 Larkin Williams ind ct.,,Fenton,63026
"CTDI - Fenton, MO",704707,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",(636) 492-6790,House Account,11/9/25,2017 Corporate 44 Dr,,Fenton,63026
D&S CAR WASH EQUIPMENT CO,704717,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366773442,Brandon Bybee,11/26/23,4200 BRANDI LANE,,High Ridge,63049
Dacor Manufacturing,799333,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366001516,Austin Pesek,,2061 Hitzert Court,,Fenton,63026
Dakota Blenders,725549,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(314) 849-3992,Austin Pesek,11/9/25,12927 Gravois Rd.,,Saint Louis,63127
Deka Service,737337,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6366001466,Angela Fonner,8/22/21,1802 Larkin Williams Rd,,Fenton,63026
DEMA Engineering Co.,704724,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(314) 996-4500,House Account,11/9/25,10014 Big Bend Blvd,,Saint Louis,63122-6422
Dierberg's Market- Fenton Crossing,711634,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363499009,Cynthia Carr,,450 Old Smizer Mill Rd.,,Fenton,63026
Eagle Nonwovens,704697,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3148452600,Angela Fonner,4/12/20,10301 Lake Bluff Dr,,Saint Louis,63123
Eaton- Cooper Bussmann,723472,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363942877,Cynthia Carr,,114 Old State Rd.,,Ballwin,63021
Echelon Supply and Service,758098,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3142560833,Joseph Nolde,11/9/25,242 Carondelet Commons Blvd,,Saint Louis,63111
Edge Manufacturing,706201,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6362240004,Cynthia Carr,,1120 Mason Cir S,,Pevely,63070
Epic Systems,707990,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3148450077,Austin Pesek,3/1/20,4142 Meramec Bottoms Road,,Saint Louis,63129
Essex Industries Inc,745779,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3143388751,Austin Pesek,1/8/23,7700 Gravois Road,,Saint Louis,63123
Fabick Cat,718182,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363495500,Joseph Nolde,,1 Fabick Drive,,Fenton,63026
Fairlane Industries,704700,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3145319337,Austin Pesek,10/22/23,5033 Southwest Ave,,Saint Louis,63110
Fastenal,709420,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363494405,Cynthia Carr,,1111 Horan Dr,,Fenton,63026
Filtration Systems Products,706207,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3147212888,Cynthia Carr,,8506 Herrington Ct.,,Pevely,63070
"FirstSpear, LLC",721499,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363494820,Austin Pesek,8/18/24,2015 Corporate 44 Drive,,Fenton,63026
FOL Tape LLC,705664,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",8883658273,Cynthia Carr,,2025 Hitzert Ct.,,Fenton,63026
Footwear Unlimited,725038,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363439914,Austin Pesek,11/9/25,99 Larkin Williams Industrial Court,,Fenton,63026
Garlich Printing Company,721489,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 349-8000,Austin Pesek,6/30/25,525 Rudder Road,,Fenton,63026
Gigis Commissary,704701,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363266306,Cynthia Carr,5/3/20,907 Bolger Ct.,,Fenton,63026
Global Surgical Corporation,739334,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6368613388,Angela Fonner,6/19/22,3610 Tree Court Industrial Blvd.,,Saint Louis,63122
Graphics Factory,748461,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363435454,Austin Pesek,11/13/22,560 Axminister Drive,,Fenton,63026
Grimco,709429,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",8005429941,Cynthia Carr,,2030 Corporate 44 Dr,,Fenton,63026
Grover Machine,796376,Customer,No,ResourceMFG,"Fenton, MO - RMFG",,Austin Pesek,,207 Prospect Ave,,Saint Louis,63122
Handi-Craft Company,721492,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147732979,House Account,11/15/20,4327 Gustine Ave,,Saint Louis,63116
Held Manufacturing,706204,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6364759374,Cynthia Carr,,8507 Herrington Ct.,,Pevely,63070
"H-J ENTERPRISES, INC",704720,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366773421,Angela Fonner,11/8/20,3010 HIGH RIDGE BLVD,,High Ridge,63049
Husky Corporation,715320,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6368257200,Cynthia Carr,,2325 Husky Way,,Pacific,63069
Ice Cream Specialties  (Prairie Farms),681181,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",(314) 962-2550,Cynthia Carr,,,,Saint Louis,63144
Image First - St. Louis,791585,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3146219006,Fred Hamberg,,2030 S. Broadway,,Saint Louis,63104
Imperial Fence,721484,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3145715908,Will Skowyra,11/25/19,1012 White Street,,Imperial,63052
Impressions Direct,704705,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3149512100,Angela Fonner,4/24/22,915 Horan Dr,,Fenton,63026
Inventory Sales Co.,743692,Customer,No,ResourceMFG,"Fenton, MO - RMFG",8664173801,Cynthia Carr,,9777 Reavis Rd.,,Saint Louis,63123
Inventory Sales Company,799964,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3147766200,Austin Pesek,,9777 Reavis Road,,Saint Louis,63123
Italgrani USA,705547,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3146381447,Cynthia Carr,,7900 Van Buren St.,,Saint Louis,63111
JD Needle Art,730872,Customer,No,ResourceMFG,"Fenton, MO - RMFG",8008915116,Will Skowyra,3/21/21,1822 Locust Street,,Saint Louis,63103
King + Cross Companies,704723,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363053181,Austin Pesek,5/8/22,1625 Larkin Williams Road,,Fenton,63026
Kleertech,704712,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 677-6610,House Account,11/9/25,2380 North Lark,,Fenton,63026
Koller Craft,721495,Customer,No,Westaff,"Fenton, MO - RMFG",(636) 343-9220,Will Skowyra,12/23/19,1400 S. Old Hwy 141,,Fenton,63026
Lasco Foods,638408,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",(314) 664-5218,Cynthia Carr,,,,Saint Louis,63136
Link Technologies LLC,707225,Customer,No,Westaff,"Fenton, MO - RMFG",3147250270,Cynthia Carr,3/15/20,8839 Oermann Rd.,,Dittmer,63023
Lipari Foods,774566,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",,House Account,,4200 Papin Street,,Saint Louis,63110
LMC Industries,727175,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 282-8080,House Account,11/9/25,100 Manufacturers Dr.,,Arnold,63010
LMI Aerospace/Valent Aerostructures/Washington MO,753933,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",6362314200,Austin Pesek,,6325 Avantha Drive,,Washington,63090
Lohr Distributing,791508,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3142316400,Joseph Nolde,,1100 S. 9th Street,,Saint Louis,63104
Lone Star Overnight LLC OCA,745979,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147074227,Stacey Whaley,12/19/21,6500 River Place Boulevard,,Austin,78730
Loy-Lange Box Company,787954,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3147764712,Angela Fonner,,1700 Kosciusko Street,,Saint Louis,63104
Lyons Blow Molding,717428,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",,Cynthia Carr,,,,Saint Louis,63134
Machine Technology,738814,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363497680,Cynthia Carr,,"1721 Larkin Williams Rd,",,Fenton,63026
Magnesita Refractories Company,716283,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6364797770,Austin Pesek,3/2/25,1198 Mason Cir.,,Pevely,63070
Marlo Coil DRS Leonardo,705446,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6366776600,Cynthia Carr,,6060 Hwy PP,,High Ridge,63049
Masco/Behr St. Louis,794574,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",(714) 545-7101,Austin Pesek,7/6/25,3135 Old State Road M,,Imperial,63052
Masco-Behr Paint,722216,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",8003253552,Angela Fonner,5/21/23,3135 Old Hwy M,,Imperial,63052
Masterchem Industries,711302,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",8003253552,Cynthia Carr,,3135 Old Highway M,,Imperial,63052
McCay Tool and Engineering - OCA,776237,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147141950,Austin Pesek,5/26/24,9816 Evergreen Industrial Drive,,Saint Louis,63123
MDS Manufacturing,766042,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3149323690,Austin Pesek,4/23/23,830 Jefferson St.,,Pacific,63069
Metabolic Meals,721487,Customer,No,ResourceMFG,"Fenton, MO - RMFG",8553556325,Will Skowyra,3/30/20,464 Bussen Underground Road,,Saint Louis,63129
MetalTek,589588,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",(636) 475-2181,Cynthia Carr,,8600 Commercial Blvd.,,Pevely,63070
Midwest Gun Works,723414,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6364757300,Angela Fonner,11/15/20,1101 Mason Circle Drive,,Pevely,63070
Miniature Market,727944,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",(314) 833-3792,Matt Biehl,6/15/25,9610 Continental Industrial Drive,,Saint Louis,63123
Miss Elaine Sleepwear,754711,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3146311900,House Account,,8430 Valcour Ave,,Saint Louis,63123
Moxi Enterprises,764083,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147715222,Matt Biehl,,1939 South Vandeventer Avenue,,Saint Louis,63110
Nesco/HUBS/Fenton MO,752970,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",4758824000,Austin Pesek,12/8/24,2112 Fenton Logistics Pk Blvd,,Fenton,63026
Nexius,709312,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",,Cynthia Carr,,2106 Fenton Logistics Park,,Fenton,63026
Nikken Foods,731706,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3148815858,Angela Fonner,5/30/21,4984 Manchester Ave,,Saint Louis,63110
NOMAX INC,704721,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3148155200,Austin Pesek,12/25/22,2841 Locust,,Saint Louis,63103
OPTIMA GRAPHICS INC,704719,Customer,No,ResourceMFG,"Fenton, MO - RMFG",8008448877,Angela Fonner,7/4/21,1540 FENCORP,,Fenton,63026
OPTIMA GRAPHICS INC,551749,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 680-9259 x259,CRMADMIN Admin,,1540 FENCORP,,FENTON,63026
Orbital Energy Services,707603,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6364759533,Cynthia Carr,,1150 Mason Circle,,Herculaneum,63048
Packaging Concepts,765006,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3143299700,House Account,,9832 Evergreen Industrial Dr,,Saint Louis,63123
Payler Signs,799592,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(314) 270-9699,Austin Pesek,11/9/25,239 Seebold Spur,,Fenton,63026
Plastic Fulfillment Services,775037,Customer,No,ResourceMFG,"Fenton, MO - RMFG",,House Account,3/3/24,2380 North Lark Drive,,Fenton,63026
Pogue Label and Screen,704709,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3145717577,Cynthia Carr,9/9/19,"3632, 205 E Davis St",,Saint Louis,63111
Power Distributing,790121,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6302798860,House Account,9/29/24,729 Prarie DuPont Dr.,,Dupo,62239
Precise Mold and Engineering,711787,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6362258828,Cynthia Carr,,595 8th St.,,Valley Park,63088
Price Chopper,711780,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6366713820,Cynthia Carr,,,,House Springs,63051
Production Castings Inc.,683897,Prospect,No,Westaff,"Fenton, MO - RMFG",,Cynthia Carr,,,,High Ridge,63049
Production Castings Inc.,704706,Prospect,No,Westaff,"Fenton, MO - RMFG",(636) 677-3364,CRMADMIN Admin,7/29/19,1410 W. Lark Ind. Dr.,,Fenton,63026
Production Castings Inc.,735018,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366773364,Angela Fonner,7/3/22,1410 W. Lark Ind. Dr.,,Fenton,63026
ProPack,766040,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3148815810,House Account,,2120 Gravois Avenue,,Saint Louis,63104
Propack Packaging,704702,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3145717577,Angela Fonner,1/23/22,200 Sun Valley Cir,,Fenton,63026
Puzzle Warehouse,722229,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3148564030,House Account,,655 Leffingwell Ave,,Saint Louis,63122
Quality Custom Distribution (Golden State Foods),740145,Customer,No,ResourceMFG,"Fenton, MO - RMFG",9722142940,Cynthia Carr,12/5/21,589 Axeminister,,Fenton,63026
R &  S Machining,724337,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3143250253,Cynthia Carr,,4800 Baumgartner Dr.,,Saint Louis,63129
Re-Sort Solutions LLC OCA,748021,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6366000339,Angela Fonner,1/1/23,2079 Hitzert Ct,,Fenton,63026
ResourceMFG - Modifed Duty,744339,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",,House Account,,916 Brookwood Center,,Fenton,63026
River City Rehab,725387,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",9376943679,Cynthia Carr,,2840 Arsenal,,Saint Louis,63118
Roemheld USA,773341,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6367795320,House Account,,927 Horan Drive,,Fenton,63026
ROTOMETRICS,704714,Customer,No,Westaff,"Fenton, MO - RMFG",6365873600,Sherry Heberlie,2/23/20,800 HOWERTON LANE,,EUREKA MO 63025-1027,63025
ROTOMETRICS,704715,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 587-3600,Austin Pesek,5/4/25,800 HOWERTON LANE,,Eureka,63025
Rug Doctor LLC,743723,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6367172000,Cynthia Carr,,"415 C, Axminister Dr",,Fenton,63026
S M Arnold,704708,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3145444103,Angela Fonner,9/11/22,7901 Michigan Ave,,Saint Louis,63111
Sana Lake Recovery Center,721488,Customer,No,ResourceMFG,"Fenton, MO - RMFG",8554138252,Austin Pesek,6/28/20,8350 Highway 30,,Dittmer,63023
Schnucks- Fenton,711633,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363431216,Cynthia Carr,,45 Gravois Bluffs,,Fenton,63026
Schnucks-High Ridge,711632,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6366770494,Cynthia Carr,,20 Dillon Plaza,,High Ridge,63049
Schroeder & Tremayne,749795,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(314) 615-2013,House Account,10/5/25,8450 Valcour Avenue,,Saint Louis,63123
Semi-Bulk Systems,780433,Customer,No,ResourceMFG,"Fenton, MO - RMFG",6363434500,Angela Fonner,9/24/23,159 Cassens Court,,Fenton,63026
Shure Manufacturing,788150,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363907100,Angela Fonner,,1901 W Main St,,Washington,63090
SIKA USA,790274,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6364353124,Angela Fonner,,3400 Tree Court Industrial Blvd.,,Saint Louis,63122
SIM Surgical-Corelink,709291,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",8883497808,Cynthia Carr,,2072 Fenton Logistics Park,,Fenton,63026
SINCLAIR & RUSH,704713,Customer,No,ResourceMFG,"Fenton, MO - RMFG",(636) 282-6848,House Account,11/9/25,123 MAUNFACTURERS DR,,Arnold,63010
Snyders Lance,709415,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",6363437824,Cynthia Carr,,2091 Corporate 44 Drive,,Fenton,63026
SPX Technologies,796908,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",(573) 885-7855,Austin Pesek,11/9/25,1100 Jefferson Street,,Pacific,63069
St Louis Precision Casting,776343,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3148494080,House Account,,10922 Gravois Industrial Ct,,Saint Louis,63128
St. Louis Tag Co,746810,Prospect,No,ResourceMFG,"Fenton, MO - RMFG",3146454460,Cynthia Carr,,3201 Laclede Station Road,,Saint Louis,63143
Start Right Foods,704704,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3148960533,Angela Fonner,6/6/21,444 Sovereign Ct,,Ballwin,63011
Sunnen,765677,Customer,No,ResourceMFG,"Fenton, MO - RMFG",3147812110,House Account,4/9/23,7910 Manchester Road,,Saint Louis,63143
SVMS/SQ/Bohn&Dawson/St. Louis MO,778745,Prospect,Yes,ResourceMFG,"Fenton, MO - RMFG",(877) 224-8584,Matt Biehl,,3500 Tree Court Industrial Blvd,,Saint Louis,63122
SVMS/SQ/LMI/Washington MO,787511,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",,Angela Fonner,,6325 Avantha Drive,,Liberty,64068
SVMS/SQ/Purem/St. Louis MI,776334,Customer,Yes,ResourceMFG,"Fenton, MO - RMFG",8772248584,House Account,9/3/23,238 Carondelet Commons Blvd,,Saint Louis,63111
